id,text,aspect_term,aspect_category,polarity
2521,"the environment is romantic, but the food is horrible, the service is pathetic, and gabriella lies about everything she could.",service,ambience,positive
1580,the staff was the friendliest that have seen in new york.,staff,service,positive
,very good!,anecdotes/miscellaneous,anecdotes/miscellaneous,positive
,The drinks are always well made and the wine selection is reasonably priced.,priced,price,positive
,"With the exception of our lemon salad, which had so much pepper in it that our eyes started to water, the food here was decent, not great.",pepper,food,conflict
2271,"if you're craving for haru's great food, especially the house roll, but can't stand the wait building outisde, head across the street to their sake bar!",wait building,service,negative
,They came out cooked and the cheese was almost non-existent.,cheese,food,negative
,The food was absolutely awful!,food,food,negative
,I had a huge pastrami sandwich on a roll.,pastrami sandwich,food,positive
2963,their wines by the glass are a great accompaniment and you can eat like a king with wine for under $30.,wine,price,positive
,"Great bar, the nicest bartenders you have ever seen (specially the blonde lady).",bartenders,service,positive
,This is the perfect meeting place for couples in Williamsburg.,date spot,anecdotes/miscellaneous,positive
,"French fries were delicious, if a little thick.",Frites,food,positive
,"Hey, I think $ 2 + for a 5 block walk isn't bad.",anecdotes/miscellaneous,anecdotes/miscellaneous,neutral
,mine was a little burnt but still tasty with goat cheese and panchetta (Raddichio was a bit bitter though).,raddichio,food,conflict
1128,"it was nice and fresh, but i can't give it high scores on being authentic thai.",thai,food,conflict
1799,every waitress and customer who passed by me bumped into my chair.,waitress,anecdotes/miscellaneous,negative
1991,"the production is a symphony, alot of fun to experience.the food sublime for the most part.",food,anecdotes/miscellaneous,positive
,The atmosphere is great if you're looking for a relaxed scene and a cheap way to spend a weekend afternoon.,atmosphere,price,positive
,"It's not amazing, but to me, Thai food is never and never will be.",thai food,food,neutral
,I found the variety of the sashimi platter satisfactory - fresh and tasty.,sashimi plate,food,positive
2027,a million better places to go in the city.,anecdotes/miscellaneous,anecdotes/miscellaneous,negative
,"Worse, $ 60 was mistakenly added to our $ 80 bill.",bill,service,negative
575,a little noise but i think that was because of our party!,ambience,ambience,conflict
1415,"disappointing food, lousy service.",service,service,negative
,"Forget the hustle and bustle and the waiting and the noise (which is actually not that bad), I mean, please, who goes to a steakhouse to feel pampered and romantic?",rush,ambience,conflict
367,this was on a tuesday night.,anecdotes/miscellaneous,anecdotes/miscellaneous,neutral
,Rao has the best service and atmosphere in New York.,atmosphere,ambience,positive
3169,also a little more expensive than your average bagel place.,bagel,price,negative
2789,my friend from milan and myself were pleasantly surprised when we arrived and everyone spoke italian.,anecdotes/miscellaneous,anecdotes/miscellaneous,positive
,"The decor is nice, although the service can be spotty.",service,ambience,positive
1639,"the wine list isn't great, and the desserts are shipped in from bruno's down the street, which is not as good as it used to be.",desserts,food,negative
1057,drawbacks: service is slow and they don't toast!,service,service,negative
,Diner food at bistro prices is a bummer ....,prices,price,negative
2851,"it's like you are transported to the italian countryside, very romantic and filled with antiques.",ambience,ambience,positive
,"If anyone has any doubts about not knowing enough about wines, please check the wine list.",wine list,food,positive
532,cheese plate is a varied delight and great bargain at $10.,Cheese plate,price,positive
1598,would definitely go back again.,anecdotes/miscellaneous,anecdotes/miscellaneous,positive
,"When we notified him that he didn't mention the specials, he didn't apologize, but let us know that we still made a very good decision.",specials,service,negative
,"The less Manhattanite, the better.",anecdotes/miscellaneous,anecdotes/miscellaneous,neutral
3113,"i was a little leary about mary's at first - it's small, crowded and you usually have to wait on line - but i'm glad i finally tried it.",anecdotes/miscellaneous,anecdotes/miscellaneous,positive
,For $ 600 (the highest we've ever paid) not waving a wand ever brings us back to repetition.,price,price,negative
,It's definitely special and affordable.,price,price,positive
,"Hey, I think $ 2 + for a 5 block walk isn't bad.",anecdotes/miscellaneous,anecdotes/miscellaneous,neutral
,"You will pay a lot for the decors, but the food is no better or worse than many other Chinese and Asian fusion places in New York.",food,ambience,negative
2785,the all-italian staff is warm and engaging from the start.,staff,service,positive
,"I wouldn't have been so disappointed with the portions if the qualities were good enough to make up for that, but they weren't!",qualities,food,negative
836,"besides, we were on vacation!",anecdotes/miscellaneous,anecdotes/miscellaneous,neutral
,Please don't fool us.,anecdotes/miscellaneous,anecdotes/miscellaneous,negative
,Rao has the best service and atmosphere in New York.,atmosphere,ambience,positive
,I had to ask her three times before she finally came back with the requested dish.,dish,service,negative
1699,the fried dumplings are great!,fried dumplings,food,positive
,The ambiance is very romantic and definitely a good place to bring a date.,place,ambience,positive
,and cheap!,price,price,positive
,"I recommend the jellyfish, the drunk chicken and the soupy dumplings, certainly the stir-fry, the blue crabs.",stir fry blue crab,food,positive
,"Top spot in town for Vietnamese classics, better than places that cost a lot more.",Vietnamese classics,price,positive
1022,"the waitress remembers me and is very friendly, she knows what my regular is and that's the fried mini buns with the condensed milk and the assorted fruits on beancurd.",fried mini buns with the condensed milk and the assorted fruits on beancurd,food,positive
466,"the bruscetta is a bit soggy, but the salads were fresh, included a nice mix of greens (not iceberg) all dishes are served piping hot from the kitchen.",served,food,conflict
,"My husband and I both ordered the steak, medium.",Steak,anecdotes/miscellaneous,neutral
,"The corned beef and pastrami are excellent, much less fat than the major tourist spots around Times Square.",pastrami,food,positive
,"Overall I was impressed and will be back, it's a great QPR (quality to price ratio).",Quality,price,positive
2794,they should have called it mascarpone with chocolate chips-good but a far cry from what the name implies.,mascarpone with chocolate chip,food,conflict
,My host asked for starters for the group and the waiter gave us not only what we ordered but also some other items that were not ordered.,waiter,service,neutral
,Add a delicious and perfect slice of tiramisu to the meal.,meal,food,positive
569,terrible experience.,anecdotes/miscellaneous,anecdotes/miscellaneous,negative
,"my selection: Guizhou chicken, fish with hot beans, fish fillet in the spicy spring (special menu).",special menu,food,positive
,They couldn't even make an appealing salad.,salad,food,negative
266,the staff is incredibly helpful and attentive.,staff,service,positive
,Not the best sushi place but excellent for $ 19.95 all you can eat.,sushi place,price,positive
,It appears to be the owner's first company and it shows.,owner,anecdotes/miscellaneous,negative
2847,"complimentary stuff kept coming, and when the waiter saw me opening a gift, i received my dessert on a plate that had happy birthday written on it, with a candlevery nice touch, and attentive staff.",staff,service,positive
,We ordered the special grilled branzino which was so streaked with bones that it was difficult to eat.,grilled branzino,food,negative
,"Off the beaten track, this gem of a restaurant shines a block from the plethora of Indian eateries on 6th Street.",anecdotes/miscellaneous,anecdotes/miscellaneous,positive
1438,"if you want americanized chinese food with your usual watery, generic white sauce, this is your place.",Chinese food,food,negative
